time,chassis_x,chassis_y,chassis_z,roll_deg,pitch_deg,yaw_deg,susp_FL,susp_FR,susp_RL,susp_RR,steer_deg,steer_FL_deg,steer_FR_deg,speed_mps
3.1220,4.8544,-1.8059,1.1899,-0.002,-0.002,-43.842,0.9503,0.8711,0.9211,0.9408,30.000,30.000,30.000,3.1723
3.1240,4.8580,-1.8111,1.1900,-0.002,-0.001,-43.924,0.9504,0.8711,0.9210,0.9407,30.000,30.000,30.000,3.1741
3.1260,4.8616,-1.8163,1.1900,-0.001,0.000,-44.007,0.9505,0.8711,0.9214,0.9409,30.000,30.000,30.000,3.1757
3.1280,4.8652,-1.8215,1.1900,-0.001,0.000,-44.089,0.9506,0.8711,0.9216,0.9410,30.000,30.000,30.000,3.1777
3.1300,4.8688,-1.8268,1.1900,-0.001,-0.000,-44.172,0.9507,0.8711,0.9217,0.9410,30.000,30.000,30.000,3.1797
3.1320,4.8724,-1.8320,1.1900,-0.001,0.000,-44.255,0.9508,0.8711,0.9215,0.9410,30.000,30.000,30.000,3.1808
3.1340,4.8760,-1.8372,1.1899,-0.002,0.000,-44.337,0.9509,0.8710,0.9215,0.9410,30.000,30.000,30.000,3.1818
3.1360,4.8796,-1.8425,1.1899,-0.004,0.000,-44.420,0.9510,0.8711,0.9216,0.9411,30.000,30.000,30.000,3.1829
3.1380,4.8832,-1.8478,1.1899,-0.004,0.001,-44.502,0.9509,0.8710,0.9214,0.9411,30.000,30.000,30.000,3.1840
3.1400,4.8868,-1.8530,1.1899,-0.003,0.000,-44.583,0.9510,0.8710,0.9215,0.9411,30.000,30.000,30.000,3.1859
3.1420,4.8904,-1.8583,1.1900,-0.002,0.001,-44.667,0.9512,0.8710,0.9212,0.9413,30.000,30.000,30.000,3.1894
3.1440,4.8939,-1.8636,1.1900,-0.004,0.001,-44.750,0.9514,0.8710,0.9211,0.9413,30.000,30.000,30.000,3.1911
3.1460,4.8975,-1.8689,1.1900,-0.005,0.000,-44.834,0.9515,0.8709,0.9212,0.9413,30.000,30.000,30.000,3.1925
3.1480,4.9010,-1.8742,1.1900,-0.002,-0.000,-44.917,0.9518,0.8709,0.9211,0.9412,30.000,30.000,30.000,3.1940
3.1500,4.9046,-1.8796,1.1900,-0.001,0.000,-45.001,0.9521,0.8709,0.9209,0.9412,30.000,30.000,30.000,3.1962
3.1520,4.9081,-1.8849,1.1900,-0.002,-0.000,-45.085,0.9523,0.8709,0.9210,0.9411,30.000,30.000,30.000,3.1971
3.1540,4.9116,-1.8902,1.1900,-0.002,0.001,-45.167,0.9525,0.8709,0.9208,0.9411,30.000,30.000,30.000,3.1979
3.1560,4.9151,-1.8956,1.1900,-0.002,0.000,-45.250,0.9526,0.8709,0.9208,0.9410,30.000,30.000,30.000,3.1980
3.1580,4.9186,-1.9009,1.1899,-0.001,-0.000,-45.332,0.9528,0.8709,0.9207,0.9409,30.000,30.000,30.000,3.1989
3.1600,4.9221,-1.9063,1.1900,-0.001,-0.000,-45.414,0.9529,0.8709,0.9207,0.9409,30.000,30.000,30.000,3.1995
3.1620,4.9257,-1.9116,1.1900,-0.001,-0.000,-45.496,0.9530,0.8709,0.9205,0.9410,30.000,30.000,30.000,3.2011
3.1640,4.9292,-1.9170,1.1900,-0.002,-0.000,-45.578,0.9531,0.8709,0.9205,0.9410,30.000,30.000,30.000,3.2022
3.1660,4.9326,-1.9224,1.1900,-0.000,0.000,-45.660,0.9532,0.8709,0.9206,0.9410,30.000,30.000,30.000,3.2036
3.1680,4.9361,-1.9277,1.1900,-0.002,0.000,-45.742,0.9533,0.8708,0.9204,0.9411,30.000,30.000,30.000,3.2049
3.1700,4.9396,-1.9331,1.1900,-0.002,0.001,-45.824,0.9535,0.8708,0.9201,0.9411,30.000,30.000,30.000,3.2058
3.1720,4.9431,-1.9385,1.1900,-0.002,-0.000,-45.906,0.9535,0.8708,0.9201,0.9412,30.000,30.000,30.000,3.2062
3.1740,4.9466,-1.9439,1.1900,-0.002,-0.000,-45.988,0.9535,0.8708,0.9199,0.9411,30.000,30.000,30.000,3.2079
3.1760,4.9501,-1.9493,1.1900,-0.001,-0.000,-46.069,0.9536,0.8708,0.9199,0.9411,30.000,30.000,30.000,3.2090
3.1780,4.9535,-1.9547,1.1900,-0.002,0.001,-46.151,0.9536,0.8708,0.9197,0.9411,30.000,30.000,30.000,3.2110
3.1800,4.9570,-1.9601,1.1900,-0.001,0.001,-46.232,0.9536,0.8708,0.9198,0.9411,30.000,30.000,30.000,3.2114
3.1820,4.9604,-1.9655,1.1900,-0.001,0.000,-46.313,0.9537,0.8708,0.9196,0.9411,30.000,30.000,30.000,3.2128
3.1840,4.9639,-1.9710,1.1900,-0.001,-0.001,-46.394,0.9537,0.8708,0.9197,0.9410,30.000,30.000,30.000,3.2136
3.1860,4.9673,-1.9764,1.1899,-0.001,-0.001,-46.475,0.9537,0.8708,0.9196,0.9410,30.000,30.000,30.000,3.2152
3.1880,4.9708,-1.9818,1.1900,-0.000,-0.000,-46.556,0.9537,0.8708,0.9198,0.9408,30.000,30.000,30.000,3.2158
3.1900,4.9742,-1.9873,1.1900,-0.001,0.000,-46.637,0.9536,0.8708,0.9196,0.9409,30.000,30.000,30.000,3.2171
3.1920,4.9776,-1.9927,1.1900,-0.000,0.001,-46.718,0.9535,0.8708,0.9194,0.9409,30.000,30.000,30.000,3.2185
3.1940,4.9810,-1.9982,1.1900,-0.002,0.001,-46.799,0.9535,0.8708,0.9193,0.9409,30.000,30.000,30.000,3.2193
3.1960,4.9845,-2.0036,1.1899,-0.001,0.000,-46.879,0.9533,0.8708,0.9193,0.9408,30.000,30.000,30.000,3.2192
3.1980,4.9879,-2.0091,1.1900,-0.002,-0.001,-46.959,0.9533,0.8708,0.9192,0.9408,30.000,30.000,30.000,3.2205
3.2000,4.9913,-2.0145,1.1900,-0.001,0.000,-47.040,0.9532,0.8708,0.9194,0.9409,30.000,30.000,30.000,3.2218
3.2020,4.9948,-2.0200,1.1900,-0.002,0.000,-47.120,0.9531,0.8708,0.9193,0.9410,30.000,30.000,30.000,3.2234
3.2040,4.9982,-2.0255,1.1900,-0.002,0.000,-47.200,0.9530,0.8708,0.9193,0.9411,30.000,30.000,30.000,3.2253
3.2060,5.0016,-2.0310,1.1900,-0.001,0.000,-47.281,0.9529,0.8708,0.9193,0.9411,30.000,30.000,30.000,3.2272
3.2080,5.0050,-2.0364,1.1900,-0.002,0.000,-47.361,0.9528,0.8708,0.9194,0.9411,30.000,30.000,30.000,3.2281
3.2100,5.0084,-2.0419,1.1900,0.001,0.002,-47.441,0.9526,0.8708,0.9195,0.9412,30.000,30.000,30.000,3.2305
3.2120,5.0117,-2.0475,1.1900,-0.002,0.001,-47.521,0.9526,0.8708,0.9197,0.9413,30.000,30.000,30.000,3.2322
3.2140,5.0151,-2.0530,1.1900,-0.004,0.001,-47.601,0.9526,0.8708,0.9197,0.9413,30.000,30.000,30.000,3.2334
3.2160,5.0185,-2.0585,1.1900,-0.002,0.001,-47.680,0.9524,0.8708,0.9198,0.9414,30.000,30.000,30.000,3.2348
3.2180,5.0219,-2.0640,1.1899,-0.003,0.000,-47.758,0.9523,0.8708,0.9196,0.9413,30.000,30.000,30.000,3.2366
3.2200,5.0252,-2.0696,1.1899,-0.001,-0.000,-47.838,0.9523,0.8708,0.9197,0.9413,30.000,30.000,30.000,3.2393
3.2220,5.0286,-2.0751,1.1899,-0.003,-0.000,-47.917,0.9523,0.8708,0.9198,0.9412,30.000,30.000,30.000,3.2416
3.2240,5.0319,-2.0807,1.1900,-0.002,0.000,-47.997,0.9522,0.8708,0.9198,0.9412,30.000,30.000,30.000,3.2439
3.2260,5.0352,-2.0862,1.1900,-0.002,0.000,-48.076,0.9522,0.8708,0.9201,0.9411,30.000,30.000,30.000,3.2453
3.2280,5.0385,-2.0918,1.1900,-0.001,0.000,-48.156,0.9522,0.8708,0.9202,0.9409,30.000,30.000,30.000,3.2468
3.2300,5.0419,-2.0974,1.1900,-0.001,-0.001,-48.236,0.9521,0.8708,0.9201,0.9408,30.000,30.000,30.000,3.2475
3.2320,5.0452,-2.1030,1.1899,-0.002,-0.001,-48.316,0.9520,0.8708,0.9201,0.9406,30.000,30.000,30.000,3.2484
3.2340,5.0485,-2.1086,1.1899,-0.001,-0.000,-48.395,0.9521,0.8709,0.9204,0.9405,30.000,30.000,30.000,3.2493
3.2360,5.0518,-2.1142,1.1899,-0.003,-0.000,-48.474,0.9519,0.8709,0.9204,0.9404,30.000,30.000,30.000,3.2504
3.2380,5.0551,-2.1198,1.1900,-0.004,0.001,-48.554,0.9518,0.8709,0.9206,0.9404,30.000,30.000,30.000,3.2514
3.2400,5.0584,-2.1254,1.1900,-0.004,-0.000,-48.633,0.9516,0.8708,0.9203,0.9404,30.000,30.000,30.000,3.2539
3.2420,5.0617,-2.1310,1.1899,-0.005,-0.002,-48.713,0.9516,0.8708,0.9198,0.9403,30.000,30.000,30.000,3.2553
3.2440,5.0650,-2.1366,1.1899,-0.009,-0.003,-48.793,0.9516,0.8708,0.9194,0.9402,30.000,30.000,30.000,3.2562
3.2460,5.0682,-2.1423,1.1899,-0.006,0.001,-48.873,0.9515,0.8708,0.9189,0.9402,30.000,30.000,30.000,3.2577
3.2480,5.0715,-2.1479,1.1899,-0.005,0.000,-48.953,0.9512,0.8708,0.9194,0.9402,30.000,30.000,30.000,3.2577
3.2500,5.0748,-2.1535,1.1899,-0.004,-0.002,-49.032,0.9513,0.8708,0.9198,0.9402,30.000,30.000,30.000,3.2585
3.2520,5.0781,-2.1592,1.1899,-0.005,-0.003,-49.111,0.9511,0.8709,0.9202,0.9400,30.000,30.000,30.000,3.2594
3.2540,5.0814,-2.1648,1.1899,-0.003,-0.000,-49.190,0.9511,0.8709,0.9204,0.9404,30.000,30.000,30.000,3.2615
3.2560,5.0846,-2.1705,1.1899,-0.002,0.002,-49.270,0.9511,0.8709,0.9203,0.9405,30.000,30.000,30.000,3.2643
3.2580,5.0879,-2.1761,1.1899,-0.004,0.002,-49.350,0.9512,0.8710,0.9200,0.9406,30.000,30.000,30.000,3.2658
3.2600,5.0911,-2.1818,1.1899,-0.009,0.001,-49.430,0.9512,0.8710,0.9200,0.9406,30.000,30.000,30.000,3.2666
3.2620,5.0944,-2.1875,1.1899,-0.005,0.001,-49.511,0.9510,0.8710,0.9197,0.9405,30.000,30.000,30.000,3.2680
3.2640,5.0976,-2.1931,1.1899,-0.002,0.001,-49.592,0.9510,0.8710,0.9202,0.9405,30.000,30.000,30.000,3.2698
3.2660,5.1008,-2.1988,1.1900,-0.004,-0.001,-49.674,0.9511,0.8710,0.9204,0.9405,30.000,30.000,30.000,3.2722
3.2680,5.1040,-2.2045,1.1900,-0.002,-0.000,-49.756,0.9512,0.8710,0.9205,0.9405,30.000,30.000,30.000,3.2737
3.2700,5.1073,-2.2103,1.1900,-0.001,0.000,-49.838,0.9513,0.8710,0.9202,0.9406,30.000,30.000,30.000,3.2760
3.2720,5.1105,-2.2160,1.1900,-0.001,-0.000,-49.919,0.9513,0.8710,0.9201,0.9405,30.000,30.000,30.000,3.2768
3.2740,5.1137,-2.2217,1.1900,-0.001,-0.000,-50.001,0.9514,0.8710,0.9201,0.9405,30.000,30.000,30.000,3.2775
3.2760,5.1169,-2.2274,1.1900,-0.001,0.000,-50.083,0.9514,0.8710,0.9202,0.9405,30.000,30.000,30.000,3.2786
3.2780,5.1200,-2.2332,1.1900,-0.001,0.000,-50.164,0.9514,0.8710,0.9202,0.9405,30.000,30.000,30.000,3.2797
3.2800,5.1232,-2.2389,1.1900,-0.001,-0.000,-50.246,0.9515,0.8710,0.9202,0.9405,30.000,30.000,30.000,3.2810
3.2820,5.1264,-2.2446,1.1900,-0.003,0.001,-50.327,0.9515,0.8710,0.9206,0.9407,30.000,30.000,30.000,3.2835
3.2840,5.1296,-2.2504,1.1900,-0.001,0.002,-50.409,0.9515,0.8710,0.9208,0.9407,30.000,30.000,30.000,3.2858
3.2860,5.1327,-2.2562,1.1900,0.000,0.001,-50.491,0.9516,0.8710,0.9207,0.9407,30.000,30.000,30.000,3.2881
3.2880,5.1359,-2.2619,1.1900,-0.003,0.001,-50.573,0.9517,0.8709,0.9205,0.9407,30.000,30.000,30.000,3.2897
3.2900,5.1390,-2.2677,1.1900,-0.003,0.000,-50.655,0.9517,0.8710,0.9207,0.9407,30.000,30.000,30.000,3.2897
3.2920,5.1422,-2.2735,1.1899,0.000,0.001,-50.736,0.9518,0.8710,0.9208,0.9407,30.000,30.000,30.000,3.2907
3.2940,5.1453,-2.2793,1.1899,0.001,0.002,-50.817,0.9518,0.8710,0.9210,0.9406,30.000,30.000,30.000,3.2918
3.2960,5.1484,-2.2851,1.1899,-0.004,-0.001,-50.899,0.9520,0.8710,0.9209,0.9407,30.000,30.000,30.000,3.2929
3.2980,5.1516,-2.2909,1.1899,-0.006,0.002,-50.981,0.9520,0.8709,0.9208,0.9409,30.000,30.000,30.000,3.2955
3.3000,5.1547,-2.2967,1.1900,-0.007,0.004,-51.063,0.9519,0.8709,0.9212,0.9410,30.000,30.000,30.000,3.2973
3.3020,5.1578,-2.3025,1.1900,-0.004,0.004,-51.144,0.9517,0.8709,0.9213,0.9410,30.000,30.000,30.000,3.2979
3.3040,5.1609,-2.3083,1.1900,-0.003,0.002,-51.225,0.9519,0.8709,0.9213,0.9410,30.000,30.000,30.000,3.2995
3.3060,5.1640,-2.3141,1.1900,-0.002,0.001,-51.306,0.9519,0.8708,0.9213,0.9410,30.000,30.000,30.000,3.3006
3.3080,5.1671,-2.3200,1.1900,-0.001,-0.000,-51.388,0.9519,0.8708,0.9213,0.9409,30.000,30.000,30.000,3.3018
3.3100,5.1702,-2.3258,1.1899,-0.001,-0.001,-51.469,0.9518,0.8708,0.9214,0.9408,30.000,30.000,30.000,3.3024
3.3120,5.1733,-2.3316,1.1900,-0.001,-0.001,-51.549,0.9518,0.8709,0.9215,0.9408,30.000,30.000,30.000,3.3038
3.3140,5.1764,-2.3375,1.1900,-0.002,0.001,-51.628,0.9517,0.8709,0.9220,0.9410,30.000,30.000,30.000,3.3057
3.3160,5.1795,-2.3433,1.1900,-0.001,0.001,-51.708,0.9516,0.8709,0.9221,0.9410,30.000,30.000,30.000,3.3075
3.3180,5.1826,-2.3492,1.1900,-0.002,-0.000,-51.787,0.9515,0.8709,0.9223,0.9411,30.000,30.000,30.000,3.3090
3.3200,5.1857,-2.3551,1.1899,-0.004,-0.001,-51.866,0.9514,0.8709,0.9224,0.9410,30.000,30.000,30.000,3.3112
3.3220,5.1887,-2.3609,1.1899,-0.009,-0.003,-51.947,0.9514,0.8709,0.9224,0.9411,30.000,30.000,30.000,3.3131
3.3240,5.1918,-2.3668,1.1899,-0.009,-0.002,-52.028,0.9514,0.8709,0.9223,0.9414,30.000,30.000,30.000,3.3143
3.3260,5.1948,-2.3727,1.1900,-0.007,0.003,-52.109,0.9517,0.8709,0.9229,0.9418,30.000,30.000,30.000,3.3190
3.3280,5.1979,-2.3786,1.1900,-0.001,0.004,-52.191,0.9517,0.8709,0.9228,0.9420,30.000,30.000,30.000,3.3210
3.3300,5.2009,-2.3845,1.1900,-0.000,0.001,-52.273,0.9519,0.8709,0.9226,0.9421,30.000,30.000,30.000,3.3229
3.3320,5.2039,-2.3905,1.1900,-0.002,-0.002,-52.356,0.9521,0.8710,0.9223,0.9423,30.000,30.000,30.000,3.3245
3.3340,5.2069,-2.3964,1.1900,-0.000,-0.002,-52.439,0.9523,0.8710,0.9223,0.9423,30.000,30.000,30.000,3.3250
3.3360,5.2099,-2.4023,1.1900,0.001,-0.002,-52.522,0.9524,0.8710,0.9224,0.9424,30.000,30.000,30.000,3.3255
3.3380,5.2129,-2.4083,1.1900,0.002,-0.002,-52.603,0.9524,0.8710,0.9224,0.9426,30.000,30.000,30.000,3.3264
3.3400,5.2159,-2.4142,1.1899,0.001,0.001,-52.685,0.9524,0.8710,0.9226,0.9427,30.000,30.000,30.000,3.3283
3.3420,5.2189,-2.4201,1.1900,-0.002,-0.000,-52.766,0.9524,0.8710,0.9224,0.9431,30.000,30.000,30.000,3.3294
3.3440,5.2220,-2.4261,1.1900,-0.002,-0.002,-52.847,0.9525,0.8711,0.9226,0.9433,30.000,30.000,30.000,3.3306
3.3460,5.2249,-2.4320,1.1900,-0.004,-0.003,-52.927,0.9525,0.8711,0.9226,0.9435,30.000,30.000,30.000,3.3326
3.3480,5.2279,-2.4380,1.1900,-0.003,-0.002,-53.007,0.9526,0.8712,0.9225,0.9436,30.000,30.000,30.000,3.3345
3.3500,5.2309,-2.4440,1.1900,-0.002,0.000,-53.087,0.9527,0.8713,0.9228,0.9437,30.000,30.000,30.000,3.3369
3.3520,5.2339,-2.4500,1.1900,-0.002,0.000,-53.168,0.9527,0.8713,0.9227,0.9439,30.000,30.000,30.000,3.3391
3.3540,5.2368,-2.4560,1.1900,-0.002,0.001,-53.248,0.9528,0.8714,0.9227,0.9439,30.000,30.000,30.000,3.3405
3.3560,5.2398,-2.4620,1.1899,-0.002,0.001,-53.329,0.9529,0.8714,0.9226,0.9440,30.000,30.000,30.000,3.3423
3.3580,5.2427,-2.4680,1.1899,-0.003,0.001,-53.410,0.9530,0.8714,0.9226,0.9440,30.000,30.000,30.000,3.3442
3.3600,5.2456,-2.4740,1.1900,-0.005,0.004,-53.493,0.9531,0.8714,0.9224,0.9441,30.000,30.000,30.000,3.3476
3.3620,5.2486,-2.4800,1.1900,-0.005,0.004,-53.574,0.9531,0.8714,0.9228,0.9441,30.000,30.000,30.000,3.3467
3.3640,5.2515,-2.4860,1.1900,-0.004,0.002,-53.655,0.9532,0.8714,0.9231,0.9440,30.000,30.000,30.000,3.3478
3.3660,5.2544,-2.4921,1.1900,-0.002,0.000,-53.736,0.9534,0.8715,0.9233,0.9439,30.000,30.000,30.000,3.3500
3.3680,5.2573,-2.4981,1.1900,-0.001,-0.001,-53.818,0.9535,0.8715,0.9234,0.9438,30.000,30.000,30.000,3.3514
3.3700,5.2602,-2.5041,1.1900,-0.002,-0.000,-53.900,0.9536,0.8716,0.9233,0.9436,30.000,30.000,30.000,3.3525
3.3720,5.2631,-2.5102,1.1900,-0.002,-0.000,-53.981,0.9536,0.8716,0.9235,0.9436,30.000,30.000,30.000,3.3535
3.3740,5.2660,-2.5162,1.1900,-0.001,-0.000,-54.063,0.9537,0.8716,0.9234,0.9437,30.000,30.000,30.000,3.3552
3.3760,5.2689,-2.5223,1.1900,-0.001,0.000,-54.145,0.9538,0.8716,0.9235,0.9437,30.000,30.000,30.000,3.3566
3.3780,5.2718,-2.5284,1.1900,-0.001,0.001,-54.227,0.9538,0.8716,0.9233,0.9438,30.000,30.000,30.000,3.3582
3.3800,5.2746,-2.5345,1.1900,-0.001,-0.000,-54.308,0.9539,0.8716,0.9232,0.9437,30.000,30.000,30.000,3.3598
3.3820,5.2775,-2.5405,1.1900,-0.001,-0.001,-54.390,0.9540,0.8717,0.9233,0.9436,30.000,30.000,30.000,3.3603
3.3840,5.2804,-2.5466,1.1899,0.000,0.001,-54.471,0.9540,0.8718,0.9234,0.9435,30.000,30.000,30.000,3.3615
3.3860,5.2832,-2.5527,1.1900,-0.002,-0.001,-54.551,0.9541,0.8718,0.9234,0.9436,30.000,30.000,30.000,3.3628
3.3880,5.2861,-2.5588,1.1900,-0.002,0.000,-54.633,0.9541,0.8718,0.9234,0.9436,30.000,30.000,30.000,3.3655
3.3900,5.2889,-2.5649,1.1900,-0.003,0.001,-54.714,0.9541,0.8718,0.9236,0.9437,30.000,30.000,30.000,3.3672
3.3920,5.2917,-2.5710,1.1900,-0.005,0.001,-54.795,0.9542,0.8718,0.9237,0.9436,30.000,30.000,30.000,3.3696
3.3940,5.2945,-2.5772,1.1899,-0.003,0.001,-54.876,0.9542,0.8718,0.9235,0.9436,30.000,30.000,30.000,3.3706
3.3960,5.2974,-2.5833,1.1899,-0.002,0.001,-54.957,0.9542,0.8718,0.9236,0.9435,30.000,30.000,30.000,3.3715
3.3980,5.3002,-2.5894,1.1900,-0.002,0.000,-55.037,0.9543,0.8718,0.9234,0.9433,30.000,30.000,30.000,3.3732
3.4000,5.3030,-2.5956,1.1900,-0.002,-0.000,-55.118,0.9543,0.8719,0.9234,0.9432,30.000,30.000,30.000,3.3738
3.4020,5.3058,-2.6017,1.1900,-0.001,-0.000,-55.198,0.9543,0.8719,0.9234,0.9430,30.000,30.000,30.000,3.3752
3.4040,5.3086,-2.6079,1.1900,-0.002,-0.000,-55.279,0.9543,0.8719,0.9235,0.9430,30.000,30.000,30.000,3.3762
3.4060,5.3113,-2.6140,1.1900,-0.001,-0.000,-55.360,0.9543,0.8719,0.9236,0.9428,30.000,30.000,30.000,3.3777
3.4080,5.3141,-2.6202,1.1900,-0.002,-0.000,-55.440,0.9543,0.8720,0.9234,0.9428,30.000,30.000,30.000,3.3787
3.4100,5.3169,-2.6263,1.1899,-0.005,-0.000,-55.520,0.9543,0.8720,0.9236,0.9427,30.000,30.000,30.000,3.3801
3.4120,5.3197,-2.6325,1.1899,-0.010,-0.001,-55.601,0.9542,0.8720,0.9236,0.9426,30.000,30.000,30.000,3.3807
3.4140,5.3224,-2.6387,1.1898,-0.012,-0.003,-55.681,0.9538,0.8720,0.9236,0.9425,30.000,30.000,30.000,3.3813
3.4160,5.3252,-2.6448,1.1899,-0.005,-0.000,-55.761,0.9540,0.8720,0.9234,0.9426,30.000,30.000,30.000,3.3843
3.4180,5.3279,-2.6511,1.1900,-0.007,0.003,-55.841,0.9540,0.8721,0.9247,0.9426,30.000,30.000,30.000,3.3900
3.4200,5.3306,-2.6573,1.1901,-0.015,0.004,-55.919,0.9542,0.8721,0.9255,0.9425,30.000,30.000,30.000,3.3963
3.4220,5.3332,-2.6636,1.1902,-0.019,0.004,-55.998,0.9543,0.8722,0.9263,0.9422,30.000,30.000,30.000,3.3977
3.4240,5.3359,-2.6698,1.1903,-0.024,0.004,-56.078,0.9546,0.8722,0.9269,0.9420,30.000,30.000,30.000,3.3991
3.4260,5.3386,-2.6761,1.1903,-0.027,0.001,-56.159,0.9548,0.8723,0.9274,0.9417,30.000,30.000,30.000,3.4009
3.4280,5.3412,-2.6823,1.1904,-0.030,-0.000,-56.240,0.9550,0.8723,0.9279,0.9414,30.000,30.000,30.000,3.4031
3.4300,5.3439,-2.6886,1.1904,-0.031,-0.000,-56.322,0.9553,0.8723,0.9281,0.9411,30.000,30.000,30.000,3.4042
3.4320,5.3465,-2.6949,1.1903,-0.031,0.000,-56.403,0.9554,0.8724,0.9281,0.9407,30.000,30.000,30.000,3.4047
3.4340,5.3491,-2.7012,1.1903,-0.027,0.002,-56.484,0.9555,0.8724,0.9282,0.9403,30.000,30.000,30.000,3.4056
3.4360,5.3518,-2.7075,1.1903,-0.023,0.003,-56.566,0.9556,0.8724,0.9282,0.9399,30.000,30.000,30.000,3.4069
3.4380,5.3544,-2.7138,1.1902,-0.019,0.004,-56.647,0.9558,0.8725,0.9282,0.9395,30.000,30.000,30.000,3.4077
3.4400,5.3570,-2.7201,1.1901,-0.013,0.004,-56.728,0.9559,0.8725,0.9283,0.9390,30.000,30.000,30.000,3.4088
3.4420,5.3596,-2.7264,1.1900,-0.005,0.002,-56.811,0.9562,0.8726,0.9283,0.9385,30.000,30.000,30.000,3.4103
3.4440,5.3622,-2.7327,1.1900,-0.002,-0.000,-56.894,0.9565,0.8726,0.9284,0.9379,30.000,30.000,30.000,3.4121
3.4460,5.3647,-2.7390,1.1899,-0.004,-0.002,-56.977,0.9568,0.8727,0.9282,0.9375,30.000,30.000,30.000,3.4123
3.4480,5.3673,-2.7453,1.1899,-0.003,-0.001,-57.059,0.9571,0.8727,0.9277,0.9374,30.000,30.000,30.000,3.4125
3.4500,5.3698,-2.7517,1.1899,-0.004,-0.000,-57.141,0.9575,0.8727,0.9280,0.9374,30.000,30.000,30.000,3.4130
3.4520,5.3724,-2.7580,1.1900,0.001,0.002,-57.224,0.9577,0.8727,0.9282,0.9373,30.000,30.000,30.000,3.4146
3.4540,5.3749,-2.7643,1.1900,-0.000,-0.000,-57.307,0.9581,0.8728,0.9285,0.9373,30.000,30.000,30.000,3.4155
3.4560,5.3775,-2.7707,1.1900,-0.003,-0.001,-57.390,0.9585,0.8727,0.9287,0.9373,30.000,30.000,30.000,3.4177
3.4580,5.3800,-2.7770,1.1900,-0.005,-0.002,-57.475,0.9589,0.8727,0.9288,0.9372,30.000,30.000,30.000,3.4186
3.4600,5.3825,-2.7834,1.1900,-0.004,-0.001,-57.559,0.9591,0.8727,0.9287,0.9371,30.000,30.000,30.000,3.4192
3.4620,5.3850,-2.7898,1.1899,-0.003,0.000,-57.643,0.9593,0.8726,0.9288,0.9369,30.000,30.000,30.000,3.4199
3.4640,5.3875,-2.7961,1.1899,-0.003,0.000,-57.726,0.9596,0.8726,0.9286,0.9368,30.000,30.000,30.000,3.4199
3.4660,5.3900,-2.8025,1.1899,-0.001,0.000,-57.808,0.9596,0.8727,0.9287,0.9367,30.000,30.000,30.000,3.4191
3.4680,5.3925,-2.8089,1.1900,-0.002,-0.001,-57.890,0.9599,0.8727,0.9285,0.9366,30.000,30.000,30.000,3.4203
3.4700,5.3950,-2.8152,1.1900,-0.002,-0.001,-57.972,0.9600,0.8727,0.9282,0.9366,30.000,30.000,30.000,3.4210
3.4720,5.3975,-2.8216,1.1900,-0.001,0.000,-58.054,0.9601,0.8728,0.9283,0.9367,30.000,30.000,30.000,3.4222
3.4740,5.3999,-2.8280,1.1900,-0.001,0.000,-58.137,0.9603,0.8728,0.9281,0.9368,30.000,30.000,30.000,3.4236
3.4760,5.4024,-2.8344,1.1900,-0.002,-0.000,-58.219,0.9604,0.8728,0.9280,0.9368,30.000,30.000,30.000,3.4239
3.4780,5.4049,-2.8408,1.1899,-0.006,-0.000,-58.302,0.9605,0.8728,0.9279,0.9367,30.000,30.000,30.000,3.4244
3.4800,5.4074,-2.8472,1.1899,-0.004,-0.000,-58.384,0.9605,0.8729,0.9276,0.9368,30.000,30.000,30.000,3.4246
3.4820,5.4098,-2.8536,1.1900,-0.003,0.001,-58.466,0.9607,0.8729,0.9281,0.9370,30.000,30.000,30.000,3.4267
3.4840,5.4122,-2.8600,1.1900,-0.003,0.001,-58.549,0.9608,0.8729,0.9283,0.9371,30.000,30.000,30.000,3.4288
3.4860,5.4147,-2.8664,1.1900,-0.003,0.001,-58.632,0.9609,0.8729,0.9282,0.9372,30.000,30.000,30.000,3.4302
3.4880,5.4171,-2.8728,1.1900,-0.003,0.000,-58.715,0.9610,0.8730,0.9281,0.9372,30.000,30.000,30.000,3.4309
3.4900,5.4195,-2.8792,1.1899,-0.004,0.000,-58.798,0.9612,0.8730,0.9281,0.9372,30.000,30.000,30.000,3.4318
3.4920,5.4219,-2.8857,1.1899,-0.002,0.000,-58.880,0.9611,0.8731,0.9278,0.9372,30.000,30.000,30.000,3.4320
3.4940,5.4244,-2.8921,1.1900,-0.001,0.000,-58.962,0.9612,0.8731,0.9277,0.9371,30.000,30.000,30.000,3.4331
3.4960,5.4268,-2.8985,1.1900,-0.002,0.000,-59.045,0.9612,0.8731,0.9279,0.9373,30.000,30.000,30.000,3.4342
3.4980,5.4291,-2.9050,1.1900,-0.003,0.001,-59.128,0.9613,0.8731,0.9279,0.9373,30.000,30.000,30.000,3.4359
3.5000,5.4315,-2.9114,1.1900,-0.000,-0.000,-59.210,0.9613,0.8731,0.9277,0.9373,30.000,30.000,30.000,3.4367
3.5020,5.4339,-2.9179,1.1900,0.001,-0.001,-59.291,0.9613,0.8732,0.9278,0.9373,30.000,30.000,30.000,3.4370
3.5040,5.4363,-2.9243,1.1900,-0.000,-0.002,-59.373,0.9613,0.8733,0.9278,0.9373,30.000,30.000,30.000,3.4379
