time,chassis_x,chassis_y,chassis_z,roll_deg,pitch_deg,yaw_deg,susp_FL,susp_FR,susp_RL,susp_RR,steer_deg,steer_FL_deg,steer_FR_deg,speed_mps
1.0400,0.6304,-0.0030,1.1900,0.001,-0.002,-0.266,0.8817,0.8793,0.9387,0.9250,0.000,0.000,0.000,1.2181
1.0420,0.6328,-0.0030,1.1900,-0.000,-0.000,-0.267,0.8818,0.8792,0.9385,0.9244,0.000,0.000,0.000,1.2201
1.0440,0.6353,-0.0030,1.1900,-0.003,0.000,-0.269,0.8818,0.8791,0.9384,0.9239,0.000,0.000,0.000,1.2216
1.0460,0.6377,-0.0031,1.1900,-0.000,-0.001,-0.271,0.8818,0.8790,0.9383,0.9234,0.000,0.000,0.000,1.2234
1.0480,0.6402,-0.0031,1.1900,0.000,-0.001,-0.273,0.8816,0.8790,0.9384,0.9231,0.000,0.000,0.000,1.2251
1.0500,0.6426,-0.0031,1.1900,-0.001,-0.001,-0.275,0.8814,0.8789,0.9385,0.9229,0.000,0.000,0.000,1.2275
1.0520,0.6451,-0.0031,1.1900,0.001,-0.002,-0.276,0.8813,0.8788,0.9385,0.9230,0.000,0.000,0.000,1.2299
1.0540,0.6475,-0.0031,1.1900,-0.000,-0.001,-0.278,0.8812,0.8788,0.9387,0.9229,0.000,0.000,0.000,1.2324
1.0560,0.6500,-0.0031,1.1900,0.001,-0.000,-0.280,0.8811,0.8787,0.9386,0.9232,0.000,0.000,0.000,1.2350
1.0580,0.6525,-0.0031,1.1900,0.001,-0.001,-0.282,0.8810,0.8785,0.9385,0.9233,0.000,0.000,0.000,1.2376
1.0600,0.6550,-0.0032,1.1900,-0.001,-0.002,-0.283,0.8810,0.8785,0.9385,0.9234,0.000,0.000,0.000,1.2401
1.0620,0.6574,-0.0032,1.1899,-0.003,-0.003,-0.285,0.8808,0.8784,0.9384,0.9232,0.000,0.000,0.000,1.2425
1.0640,0.6599,-0.0032,1.1899,-0.002,0.003,-0.286,0.8806,0.8783,0.9382,0.9231,0.000,0.000,0.000,1.2447
1.0660,0.6624,-0.0032,1.1900,0.000,-0.001,-0.287,0.8805,0.8783,0.9388,0.9233,0.000,0.000,0.000,1.2469
1.0680,0.6649,-0.0032,1.1900,0.000,-0.003,-0.289,0.8806,0.8780,0.9392,0.9235,0.000,0.000,0.000,1.2502
1.0700,0.6674,-0.0032,1.1900,0.001,-0.006,-0.290,0.8807,0.8778,0.9395,0.9235,0.000,0.000,0.000,1.2533
1.0720,0.6699,-0.0032,1.1900,0.000,-0.007,-0.292,0.8807,0.8775,0.9396,0.9234,0.000,0.000,0.000,1.2561
1.0740,0.6725,-0.0033,1.1900,-0.000,-0.005,-0.293,0.8808,0.8773,0.9397,0.9237,0.000,0.000,0.000,1.2587
1.0760,0.6750,-0.0033,1.1900,-0.000,-0.004,-0.295,0.8809,0.8770,0.9399,0.9237,0.000,0.000,0.000,1.2614
1.0780,0.6775,-0.0033,1.1900,0.001,-0.000,-0.297,0.8810,0.8768,0.9400,0.9236,0.000,0.000,0.000,1.2642
1.0800,0.6801,-0.0033,1.1900,-0.003,0.000,-0.298,0.8810,0.8765,0.9398,0.9240,0.000,0.000,0.000,1.2667
1.0820,0.6826,-0.0033,1.1899,0.000,-0.002,-0.299,0.8810,0.8764,0.9398,0.9242,0.000,0.000,0.000,1.2694
1.0840,0.6851,-0.0033,1.1899,-0.002,-0.003,-0.301,0.8809,0.8764,0.9399,0.9244,0.000,0.000,0.000,1.2721
1.0860,0.6877,-0.0034,1.1900,-0.000,-0.001,-0.302,0.8808,0.8763,0.9398,0.9242,0.000,0.000,0.000,1.2749
1.0880,0.6902,-0.0034,1.1900,0.000,0.000,-0.303,0.8808,0.8762,0.9401,0.9243,0.000,0.000,0.000,1.2772
1.0900,0.6928,-0.0034,1.1900,-0.001,0.000,-0.304,0.8808,0.8762,0.9404,0.9243,0.000,0.000,0.000,1.2802
1.0920,0.6954,-0.0034,1.1900,-0.001,0.001,-0.305,0.8808,0.8761,0.9406,0.9243,0.000,0.000,0.000,1.2830
1.0940,0.6979,-0.0034,1.1900,-0.002,-0.000,-0.306,0.8808,0.8761,0.9404,0.9243,0.000,0.000,0.000,1.2858
1.0960,0.7005,-0.0034,1.1899,-0.004,-0.002,-0.307,0.8808,0.8761,0.9404,0.9244,0.000,0.000,0.000,1.2881
1.0980,0.7031,-0.0035,1.1899,-0.001,-0.006,-0.308,0.8808,0.8760,0.9403,0.9243,0.000,0.000,0.000,1.2906
1.1000,0.7057,-0.0035,1.1899,-0.003,-0.004,-0.309,0.8806,0.8759,0.9403,0.9244,0.000,0.000,0.000,1.2929
1.1020,0.7083,-0.0035,1.1900,-0.002,-0.002,-0.310,0.8805,0.8758,0.9399,0.9237,0.000,0.000,0.000,1.2956
1.1040,0.7109,-0.0035,1.1900,-0.001,-0.001,-0.311,0.8804,0.8757,0.9398,0.9229,0.000,0.000,0.000,1.2969
1.1060,0.7135,-0.0035,1.1900,0.000,-0.001,-0.312,0.8803,0.8757,0.9395,0.9222,0.000,0.000,0.000,1.2986
1.1080,0.7161,-0.0036,1.1900,0.001,-0.002,-0.313,0.8802,0.8756,0.9392,0.9214,0.000,0.000,0.000,1.3001
1.1100,0.7187,-0.0036,1.1900,-0.001,-0.001,-0.314,0.8802,0.8756,0.9391,0.9206,0.000,0.000,0.000,1.3014
1.1120,0.7213,-0.0036,1.1900,-0.001,-0.002,-0.316,0.8801,0.8756,0.9392,0.9201,0.000,0.000,0.000,1.3029
1.1140,0.7239,-0.0036,1.1899,-0.003,-0.002,-0.317,0.8799,0.8755,0.9393,0.9198,0.000,0.000,0.000,1.3050
1.1160,0.7265,-0.0036,1.1899,-0.004,-0.003,-0.319,0.8797,0.8755,0.9393,0.9195,0.000,0.000,0.000,1.3072
1.1180,0.7291,-0.0036,1.1900,-0.001,-0.002,-0.320,0.8796,0.8754,0.9392,0.9197,0.000,0.000,0.000,1.3094
1.1200,0.7317,-0.0037,1.1900,-0.000,-0.000,-0.321,0.8794,0.8754,0.9397,0.9194,0.000,0.000,0.000,1.3118
1.1220,0.7344,-0.0037,1.1900,0.000,0.001,-0.323,0.8792,0.8753,0.9400,0.9193,0.000,0.000,0.000,1.3146
1.1240,0.7370,-0.0037,1.1900,-0.001,-0.001,-0.324,0.8791,0.8753,0.9401,0.9190,0.000,0.000,0.000,1.3172
1.1260,0.7396,-0.0037,1.1899,-0.001,-0.002,-0.326,0.8789,0.8753,0.9402,0.9188,0.000,0.000,0.000,1.3196
1.1280,0.7423,-0.0037,1.1899,-0.001,0.002,-0.328,0.8787,0.8753,0.9406,0.9186,0.000,0.000,0.000,1.3219
1.1300,0.7449,-0.0037,1.1900,-0.005,0.002,-0.329,0.8785,0.8753,0.9404,0.9188,0.000,0.000,0.000,1.3246
1.1320,0.7476,-0.0037,1.1900,-0.007,0.003,-0.331,0.8784,0.8751,0.9404,0.9190,0.000,0.000,0.000,1.3271
1.1340,0.7502,-0.0038,1.1900,-0.001,-0.001,-0.333,0.8782,0.8750,0.9405,0.9191,0.000,0.000,0.000,1.3297
1.1360,0.7529,-0.0038,1.1900,0.003,-0.005,-0.335,0.8783,0.8748,0.9405,0.9192,0.000,0.000,0.000,1.3324
1.1380,0.7556,-0.0038,1.1900,0.003,-0.006,-0.336,0.8784,0.8747,0.9405,0.9192,0.000,0.000,0.000,1.3348
1.1400,0.7583,-0.0038,1.1900,0.003,-0.004,-0.338,0.8785,0.8746,0.9404,0.9195,0.000,0.000,0.000,1.3372
1.1420,0.7609,-0.0038,1.1900,0.001,-0.003,-0.339,0.8786,0.8744,0.9406,0.9197,0.000,0.000,0.000,1.3399
1.1440,0.7636,-0.0039,1.1899,0.001,-0.001,-0.341,0.8787,0.8743,0.9407,0.9196,0.000,0.000,0.000,1.3426
1.1460,0.7663,-0.0039,1.1900,0.002,0.001,-0.343,0.8787,0.8742,0.9405,0.9200,0.000,0.000,0.000,1.3451
1.1480,0.7690,-0.0039,1.1900,-0.000,-0.001,-0.344,0.8785,0.8741,0.9403,0.9201,0.000,0.000,0.000,1.3477
1.1500,0.7717,-0.0039,1.1900,-0.001,-0.002,-0.346,0.8784,0.8741,0.9402,0.9203,0.000,0.000,0.000,1.3501
1.1520,0.7744,-0.0039,1.1900,-0.004,-0.003,-0.347,0.8783,0.8740,0.9400,0.9204,0.000,0.000,0.000,1.3526
1.1540,0.7771,-0.0039,1.1900,-0.003,-0.000,-0.349,0.8783,0.8740,0.9398,0.9203,0.000,0.000,0.000,1.3549
1.1560,0.7798,-0.0040,1.1899,-0.001,0.003,-0.351,0.8782,0.8740,0.9402,0.9203,0.000,0.000,0.000,1.3570
1.1580,0.7826,-0.0040,1.1899,-0.004,0.001,-0.352,0.8782,0.8739,0.9403,0.9202,0.000,0.000,0.000,1.3599
1.1600,0.7853,-0.0040,1.1900,-0.000,-0.002,-0.354,0.8781,0.8739,0.9402,0.9201,0.000,0.000,0.000,1.3625
1.1620,0.7880,-0.0040,1.1900,0.003,-0.003,-0.354,0.8780,0.8739,0.9403,0.9202,0.000,0.000,0.000,1.3647
1.1640,0.7907,-0.0040,1.1900,0.004,-0.003,-0.355,0.8778,0.8739,0.9400,0.9204,0.000,0.000,0.000,1.3673
1.1660,0.7935,-0.0040,1.1899,0.004,-0.003,-0.355,0.8777,0.8739,0.9400,0.9205,0.000,0.000,0.000,1.3698
1.1680,0.7962,-0.0040,1.1899,-0.002,-0.003,-0.355,0.8775,0.8738,0.9399,0.9206,0.000,0.000,0.000,1.3723
1.1700,0.7990,-0.0040,1.1899,-0.000,-0.002,-0.356,0.8773,0.8738,0.9396,0.9205,0.000,0.000,0.000,1.3747
1.1720,0.8017,-0.0041,1.1899,0.002,-0.003,-0.356,0.8773,0.8738,0.9400,0.9203,0.000,0.000,0.000,1.3768
1.1740,0.8045,-0.0041,1.1899,0.000,-0.000,-0.357,0.8772,0.8738,0.9402,0.9201,0.000,0.000,0.000,1.3795
1.1760,0.8073,-0.0041,1.1899,-0.000,0.004,-0.358,0.8772,0.8737,0.9402,0.9204,0.000,0.000,0.000,1.3821
1.1780,0.8100,-0.0041,1.1900,-0.000,-0.000,-0.358,0.8772,0.8737,0.9402,0.9206,0.000,0.000,0.000,1.3849
1.1800,0.8128,-0.0041,1.1900,-0.001,-0.004,-0.359,0.8769,0.8738,0.9401,0.9206,0.000,0.000,0.000,1.3874
1.1820,0.8156,-0.0041,1.1900,-0.000,-0.008,-0.359,0.8767,0.8739,0.9401,0.9206,0.000,0.000,0.000,1.3898
1.1840,0.8184,-0.0041,1.1900,-0.004,-0.009,-0.360,0.8765,0.8740,0.9401,0.9206,0.000,0.000,0.000,1.3924
1.1860,0.8212,-0.0041,1.1900,-0.006,-0.007,-0.361,0.8763,0.8741,0.9399,0.9211,0.000,0.000,0.000,1.3948
1.1880,0.8239,-0.0041,1.1900,-0.004,-0.002,-0.361,0.8760,0.8742,0.9403,0.9215,0.000,0.000,0.000,1.3976
1.1900,0.8267,-0.0041,1.1900,-0.003,0.001,-0.362,0.8758,0.8743,0.9403,0.9217,0.000,0.000,0.000,1.4010
1.1920,0.8296,-0.0041,1.1900,-0.005,0.001,-0.363,0.8756,0.8743,0.9404,0.9218,0.000,0.000,0.000,1.4037
1.1940,0.8324,-0.0042,1.1900,-0.000,-0.002,-0.364,0.8754,0.8743,0.9402,0.9219,0.000,0.000,0.000,1.4065
1.1960,0.8352,-0.0042,1.1900,0.000,-0.002,-0.365,0.8754,0.8742,0.9403,0.9220,0.000,0.000,0.000,1.4090
1.1980,0.8380,-0.0042,1.1900,-0.001,-0.002,-0.366,0.8753,0.8741,0.9402,0.9224,0.000,0.000,0.000,1.4116
1.2000,0.8408,-0.0042,1.1900,-0.002,-0.000,-0.366,0.8753,0.8741,0.9400,0.9226,0.000,0.000,0.000,1.4145
1.2020,0.8437,-0.0042,1.1900,-0.000,-0.002,-0.367,0.8752,0.8740,0.9402,0.9228,0.000,0.000,0.000,1.4169
1.2040,0.8465,-0.0042,1.1900,-0.000,-0.001,-0.367,0.8751,0.8740,0.9402,0.9230,0.000,0.000,0.000,1.4199
1.2060,0.8494,-0.0043,1.1900,-0.000,-0.000,-0.368,0.8750,0.8740,0.9400,0.9228,0.000,0.000,0.000,1.4227
1.2080,0.8522,-0.0043,1.1900,0.000,-0.001,-0.368,0.8750,0.8740,0.9398,0.9228,0.000,0.000,0.000,1.4248
1.2100,0.8551,-0.0043,1.1900,-0.000,-0.001,-0.369,0.8749,0.8739,0.9395,0.9226,0.000,0.000,0.000,1.4271
1.2120,0.8579,-0.0043,1.1900,0.000,-0.001,-0.370,0.8749,0.8739,0.9396,0.9229,0.000,0.000,0.000,1.4292
1.2140,0.8608,-0.0043,1.1900,0.001,-0.002,-0.370,0.8748,0.8739,0.9395,0.9231,0.000,0.000,0.000,1.4321
1.2160,0.8637,-0.0043,1.1899,-0.002,-0.002,-0.371,0.8747,0.8739,0.9397,0.9233,0.000,0.000,0.000,1.4347
1.2180,0.8665,-0.0043,1.1899,-0.003,-0.001,-0.371,0.8747,0.8739,0.9396,0.9232,0.000,0.000,0.000,1.4376
1.2200,0.8694,-0.0044,1.1899,0.001,-0.003,-0.372,0.8746,0.8740,0.9394,0.9231,0.000,0.000,0.000,1.4401
1.2220,0.8723,-0.0044,1.1899,0.003,-0.005,-0.373,0.8746,0.8739,0.9396,0.9230,0.000,0.000,0.000,1.4421
1.2240,0.8752,-0.0044,1.1900,-0.002,-0.002,-0.373,0.8747,0.8738,0.9397,0.9230,0.000,0.000,0.000,1.4448
1.2260,0.8781,-0.0044,1.1900,-0.001,-0.001,-0.374,0.8747,0.8738,0.9396,0.9237,0.000,0.000,0.000,1.4474
1.2280,0.8810,-0.0044,1.1900,-0.000,-0.000,-0.375,0.8747,0.8737,0.9397,0.9243,0.000,0.000,0.000,1.4505
1.2300,0.8839,-0.0045,1.1900,0.000,-0.002,-0.375,0.8746,0.8737,0.9397,0.9248,0.000,0.000,0.000,1.4538
1.2320,0.8868,-0.0045,1.1899,0.000,-0.004,-0.376,0.8746,0.8736,0.9396,0.9253,0.000,0.000,0.000,1.4570
1.2340,0.8897,-0.0045,1.1900,-0.000,-0.002,-0.377,0.8745,0.8736,0.9395,0.9257,0.000,0.000,0.000,1.4600
1.2360,0.8926,-0.0045,1.1900,-0.000,0.000,-0.378,0.8746,0.8736,0.9400,0.9254,0.000,0.000,0.000,1.4628
1.2380,0.8956,-0.0045,1.1900,0.000,0.000,-0.379,0.8746,0.8736,0.9404,0.9250,0.000,0.000,0.000,1.4657
1.2400,0.8985,-0.0045,1.1900,0.000,-0.001,-0.381,0.8746,0.8736,0.9407,0.9246,0.000,0.000,0.000,1.4684
1.2420,0.9015,-0.0045,1.1899,0.000,-0.003,-0.382,0.8746,0.8735,0.9409,0.9241,0.000,0.000,0.000,1.4709
1.2440,0.9044,-0.0045,1.1899,0.004,-0.003,-0.384,0.8746,0.8735,0.9410,0.9237,0.000,0.000,0.000,1.4733
1.2460,0.9074,-0.0045,1.1899,0.004,-0.006,-0.385,0.8746,0.8735,0.9406,0.9234,0.000,0.000,0.000,1.4755
1.2480,0.9103,-0.0046,1.1900,0.000,-0.001,-0.387,0.8746,0.8735,0.9408,0.9231,0.000,0.000,0.000,1.4773
1.2500,0.9133,-0.0046,1.1900,-0.001,0.001,-0.389,0.8746,0.8734,0.9405,0.9236,0.000,0.000,0.000,1.4799
1.2520,0.9162,-0.0046,1.1900,-0.001,0.001,-0.390,0.8745,0.8734,0.9402,0.9239,0.000,0.000,0.000,1.4826
1.2540,0.9192,-0.0046,1.1900,-0.001,0.001,-0.392,0.8745,0.8733,0.9399,0.9242,0.000,0.000,0.000,1.4852
1.2560,0.9222,-0.0046,1.1900,0.000,-0.001,-0.393,0.8744,0.8733,0.9394,0.9245,0.000,0.000,0.000,1.4877
1.2580,0.9252,-0.0046,1.1899,0.002,-0.003,-0.395,0.8744,0.8733,0.9390,0.9247,0.000,0.000,0.000,1.4901
1.2600,0.9281,-0.0046,1.1900,-0.001,-0.002,-0.396,0.8744,0.8733,0.9391,0.9249,0.000,0.000,0.000,1.4925
1.2620,0.9311,-0.0046,1.1900,-0.003,0.000,-0.397,0.8743,0.8733,0.9386,0.9245,0.000,0.000,0.000,1.4952
1.2640,0.9341,-0.0046,1.1900,0.000,-0.002,-0.398,0.8742,0.8733,0.9383,0.9239,0.000,0.000,0.000,1.4968
1.2660,0.9371,-0.0046,1.1899,0.002,-0.004,-0.400,0.8743,0.8733,0.9379,0.9234,0.000,0.000,0.000,1.4985
1.2680,0.9401,-0.0046,1.1899,-0.002,-0.003,-0.401,0.8743,0.8733,0.9376,0.9228,0.000,0.000,0.000,1.5000
1.2700,0.9431,-0.0046,1.1899,-0.003,-0.000,-0.402,0.8743,0.8733,0.9373,0.9230,0.000,0.000,0.000,1.5016
1.2720,0.9461,-0.0046,1.1899,0.000,-0.004,-0.404,0.8744,0.8733,0.9374,0.9230,0.000,0.000,0.000,1.5039
1.2740,0.9491,-0.0046,1.1899,0.001,-0.006,-0.406,0.8742,0.8733,0.9373,0.9231,0.000,0.000,0.000,1.5064
1.2760,0.9522,-0.0047,1.1899,0.002,-0.006,-0.407,0.8741,0.8733,0.9371,0.9232,0.000,0.000,0.000,1.5089
1.2780,0.9552,-0.0047,1.1899,-0.001,-0.003,-0.408,0.8740,0.8733,0.9374,0.9231,0.000,0.000,0.000,1.5113
1.2800,0.9582,-0.0047,1.1900,-0.000,-0.001,-0.410,0.8739,0.8733,0.9373,0.9237,0.000,0.000,0.000,1.5140
1.2820,0.9612,-0.0047,1.1900,-0.000,-0.000,-0.411,0.8739,0.8733,0.9372,0.9242,0.000,0.000,0.000,1.5170
1.2840,0.9643,-0.0047,1.1900,-0.000,-0.000,-0.412,0.8739,0.8734,0.9371,0.9246,0.000,0.000,0.000,1.5199
1.2860,0.9673,-0.0047,1.1900,-0.000,-0.000,-0.413,0.8739,0.8734,0.9369,0.9249,0.000,0.000,0.000,1.5226
1.2880,0.9704,-0.0047,1.1900,0.002,-0.000,-0.414,0.8739,0.8734,0.9369,0.9249,0.000,0.000,0.000,1.5252
1.2900,0.9734,-0.0047,1.1899,0.005,-0.001,-0.416,0.8738,0.8734,0.9367,0.9250,0.000,0.000,0.000,1.5277
1.2920,0.9765,-0.0047,1.1899,0.004,-0.005,-0.417,0.8738,0.8734,0.9366,0.9249,0.000,0.000,0.000,1.5301
1.2940,0.9796,-0.0047,1.1900,0.006,-0.006,-0.417,0.8738,0.8732,0.9370,0.9250,0.000,0.000,0.000,1.5324
1.2960,0.9826,-0.0048,1.1900,0.007,-0.006,-0.418,0.8738,0.8730,0.9370,0.9251,0.000,0.000,0.000,1.5354
1.2980,0.9857,-0.0048,1.1900,0.001,-0.002,-0.418,0.8737,0.8729,0.9370,0.9252,0.000,0.000,0.000,1.5380
1.3000,0.9888,-0.0048,1.1900,0.000,-0.000,-0.419,0.8737,0.8727,0.9369,0.9258,0.000,0.000,0.000,1.5407
1.3020,0.9919,-0.0048,1.1900,0.000,-0.000,-0.420,0.8737,0.8725,0.9369,0.9264,0.000,0.000,0.000,1.5439
1.3040,0.9950,-0.0048,1.1900,-0.000,-0.001,-0.421,0.8737,0.8724,0.9368,0.9268,0.000,0.000,0.000,1.5470
1.3060,0.9981,-0.0048,1.1899,-0.001,-0.002,-0.421,0.8736,0.8723,0.9366,0.9271,0.000,0.000,0.000,1.5499
1.3080,1.0012,-0.0048,1.1899,0.002,-0.005,-0.422,0.8736,0.8722,0.9365,0.9273,0.000,0.000,0.000,1.5526
1.3100,1.0043,-0.0048,1.1899,-0.002,-0.004,-0.422,0.8736,0.8721,0.9361,0.9274,0.000,0.000,0.000,1.5553
1.3120,1.0074,-0.0048,1.1900,-0.001,-0.002,-0.422,0.8735,0.8720,0.9356,0.9269,0.000,0.000,0.000,1.5575
1.3140,1.0105,-0.0048,1.1900,-0.000,-0.000,-0.422,0.8736,0.8720,0.9355,0.9268,0.000,0.000,0.000,1.5590
1.3160,1.0136,-0.0048,1.1900,0.000,-0.000,-0.423,0.8736,0.8719,0.9353,0.9266,0.000,0.000,0.000,1.5613
1.3180,1.0168,-0.0048,1.1900,-0.001,-0.000,-0.423,0.8736,0.8719,0.9351,0.9263,0.000,0.000,0.000,1.5634
1.3200,1.0199,-0.0048,1.1900,0.000,-0.001,-0.423,0.8736,0.8718,0.9350,0.9262,0.000,0.000,0.000,1.5654
1.3220,1.0230,-0.0048,1.1900,0.002,-0.003,-0.424,0.8736,0.8719,0.9352,0.9259,0.000,0.000,0.000,1.5676
1.3240,1.0262,-0.0049,1.1900,0.001,-0.000,-0.424,0.8736,0.8719,0.9352,0.9257,0.000,0.000,0.000,1.5701
1.3260,1.0293,-0.0049,1.1900,-0.000,-0.001,-0.425,0.8736,0.8718,0.9354,0.9259,0.000,0.000,0.000,1.5723
1.3280,1.0325,-0.0049,1.1900,0.001,-0.002,-0.425,0.8736,0.8718,0.9355,0.9261,0.000,0.000,0.000,1.5753
1.3300,1.0356,-0.0049,1.1900,-0.000,-0.000,-0.426,0.8735,0.8719,0.9355,0.9262,0.000,0.000,0.000,1.5780
1.3320,1.0388,-0.0049,1.1900,-0.000,0.000,-0.426,0.8735,0.8718,0.9358,0.9259,0.000,0.000,0.000,1.5807
1.3340,1.0420,-0.0049,1.1900,-0.001,-0.001,-0.426,0.8735,0.8718,0.9360,0.9255,0.000,0.000,0.000,1.5832
1.3360,1.0451,-0.0049,1.1900,0.000,-0.000,-0.427,0.8735,0.8718,0.9362,0.9250,0.000,0.000,0.000,1.5855
1.3380,1.0483,-0.0049,1.1900,0.002,-0.001,-0.428,0.8735,0.8718,0.9361,0.9250,0.000,0.000,0.000,1.5878
1.3400,1.0515,-0.0049,1.1900,-0.000,-0.002,-0.428,0.8735,0.8718,0.9359,0.9248,0.000,0.000,0.000,1.5901
1.3420,1.0547,-0.0050,1.1899,-0.003,-0.003,-0.429,0.8735,0.8718,0.9359,0.9251,0.000,0.000,0.000,1.5922
1.3440,1.0579,-0.0050,1.1899,0.004,-0.002,-0.430,0.8735,0.8719,0.9358,0.9253,0.000,0.000,0.000,1.5950
1.3460,1.0611,-0.0050,1.1900,0.000,-0.000,-0.430,0.8735,0.8719,0.9364,0.9255,0.000,0.000,0.000,1.5976
1.3480,1.0643,-0.0050,1.1900,-0.002,-0.000,-0.431,0.8734,0.8718,0.9367,0.9251,0.000,0.000,0.000,1.6010
1.3500,1.0675,-0.0050,1.1900,-0.003,-0.000,-0.431,0.8734,0.8718,0.9368,0.9247,0.000,0.000,0.000,1.6033
1.3520,1.0707,-0.0050,1.1900,-0.002,-0.002,-0.432,0.8734,0.8718,0.9368,0.9242,0.000,0.000,0.000,1.6056
1.3540,1.0739,-0.0050,1.1899,0.001,-0.002,-0.433,0.8734,0.8717,0.9368,0.9238,0.000,0.000,0.000,1.6077
1.3560,1.0771,-0.0051,1.1900,-0.001,-0.001,-0.434,0.8734,0.8717,0.9371,0.9233,0.000,0.000,0.000,1.6097
1.3580,1.0803,-0.0051,1.1900,-0.000,-0.001,-0.435,0.8734,0.8717,0.9370,0.9234,0.000,0.000,0.000,1.6120
1.3600,1.0836,-0.0051,1.1900,-0.001,-0.001,-0.436,0.8733,0.8717,0.9371,0.9234,0.000,0.000,0.000,1.6145
1.3620,1.0868,-0.0051,1.1900,0.000,-0.002,-0.437,0.8734,0.8717,0.9371,0.9235,0.000,0.000,0.000,1.6170
1.3640,1.0900,-0.0051,1.1900,0.001,0.000,-0.438,0.8734,0.8717,0.9370,0.9236,0.000,0.000,0.000,1.6196
1.3660,1.0933,-0.0051,1.1900,-0.000,-0.000,-0.438,0.8733,0.8717,0.9373,0.9232,0.000,0.000,0.000,1.6222
1.3680,1.0965,-0.0052,1.1900,-0.001,-0.002,-0.439,0.8733,0.8717,0.9375,0.9228,0.000,0.000,0.000,1.6246
1.3700,1.0998,-0.0052,1.1900,-0.003,-0.003,-0.440,0.8732,0.8718,0.9377,0.9223,0.000,0.000,0.000,1.6269
1.3720,1.1030,-0.0052,1.1900,-0.002,-0.002,-0.441,0.8733,0.8718,0.9378,0.9223,0.000,0.000,0.000,1.6290
1.3740,1.1063,-0.0052,1.1900,-0.000,-0.000,-0.442,0.8733,0.8718,0.9376,0.9225,0.000,0.000,0.000,1.6316
1.3760,1.1096,-0.0052,1.1900,0.000,-0.000,-0.443,0.8732,0.8719,0.9373,0.9225,0.000,0.000,0.000,1.6340
1.3780,1.1128,-0.0053,1.1900,0.000,-0.000,-0.444,0.8732,0.8719,0.9371,0.9225,0.000,0.000,0.000,1.6362
1.3800,1.1161,-0.0053,1.1900,0.000,-0.002,-0.446,0.8732,0.8719,0.9370,0.9226,0.000,0.000,0.000,1.6384
1.3820,1.1194,-0.0053,1.1900,0.002,-0.003,-0.447,0.8732,0.8719,0.9368,0.9227,0.000,0.000,0.000,1.6408
1.3840,1.1227,-0.0053,1.1899,0.004,-0.005,-0.448,0.8732,0.8719,0.9371,0.9228,0.000,0.000,0.000,1.6432
1.3860,1.1260,-0.0053,1.1900,0.000,-0.002,-0.449,0.8732,0.8720,0.9371,0.9228,0.000,0.000,0.000,1.6460
1.3880,1.1293,-0.0053,1.1900,-0.003,0.001,-0.450,0.8732,0.8720,0.9374,0.9235,0.000,0.000,0.000,1.6485
1.3900,1.1326,-0.0054,1.1900,-0.000,-0.000,-0.451,0.8732,0.8720,0.9374,0.9241,0.000,0.000,0.000,1.6520
1.3920,1.1359,-0.0054,1.1900,0.000,-0.001,-0.451,0.8732,0.8720,0.9373,0.9247,0.000,0.000,0.000,1.6551
1.3940,1.1392,-0.0054,1.1900,0.001,-0.002,-0.452,0.8732,0.8720,0.9373,0.9251,0.000,0.000,0.000,1.6581
1.3960,1.1425,-0.0054,1.1900,0.000,-0.000,-0.452,0.8733,0.8720,0.9372,0.9254,0.000,0.000,0.000,1.6609
1.3980,1.1459,-0.0054,1.1900,0.000,-0.000,-0.453,0.8733,0.8720,0.9367,0.9252,0.000,0.000,0.000,1.6637
1.4000,1.1492,-0.0055,1.1900,-0.002,-0.000,-0.453,0.8732,0.8720,0.9362,0.9249,0.000,0.000,0.000,1.6655
1.4020,1.1525,-0.0055,1.1900,-0.001,-0.002,-0.453,0.8732,0.8720,0.9357,0.9247,0.000,0.000,0.000,1.6672
1.4040,1.1559,-0.0055,1.1899,-0.003,-0.004,-0.454,0.8733,0.8720,0.9352,0.9247,0.000,0.000,0.000,1.6689
1.4060,1.1592,-0.0055,1.1899,0.000,-0.003,-0.454,0.8733,0.8720,0.9345,0.9251,0.000,0.000,0.000,1.6708
1.4080,1.1625,-0.0055,1.1900,-0.000,-0.001,-0.454,0.8733,0.8720,0.9345,0.9253,0.000,0.000,0.000,1.6729
1.4100,1.1659,-0.0056,1.1900,-0.000,-0.001,-0.454,0.8733,0.8720,0.9344,0.9261,0.000,0.000,0.000,1.6756
1.4120,1.1693,-0.0056,1.1900,0.000,-0.000,-0.454,0.8732,0.8721,0.9343,0.9268,0.000,0.000,0.000,1.6787
1.4140,1.1726,-0.0056,1.1900,-0.000,-0.000,-0.454,0.8732,0.8721,0.9343,0.9272,0.000,0.000,0.000,1.6817
1.4160,1.1760,-0.0056,1.1900,0.000,-0.002,-0.454,0.8732,0.8721,0.9342,0.9275,0.000,0.000,0.000,1.6847
1.4180,1.1794,-0.0057,1.1900,-0.000,-0.001,-0.454,0.8732,0.8721,0.9340,0.9277,0.000,0.000,0.000,1.6873
1.4200,1.1827,-0.0057,1.1900,-0.000,-0.001,-0.454,0.8732,0.8721,0.9341,0.9276,0.000,0.000,0.000,1.6898
